Student with Knowledge Distillation Approach
Step 0: loss = 51.20527
Training Data Eval:
  Num examples: 49920, Num correct: 5045, Precision @ 1: 0.1011
('Testing Data Eval: EPOCH->', 1)
  Num examples: 9984, Num correct: 1056, Precision @ 1: 0.1058
Step 5: loss = 31.94417
Step 10: loss = 27.70046
Step 15: loss = 17.56751
Step 20: loss = 16.26523
Step 25: loss = 14.00085
Step 30: loss = 9.25707
Step 35: loss = 8.00253
Step 40: loss = 6.41550
Step 45: loss = 5.11770
Step 50: loss = 5.67600
Step 55: loss = 4.18473
Step 60: loss = 7.74598
Step 65: loss = 4.60228
Step 70: loss = 5.47087
Step 75: loss = 5.95866
Step 80: loss = 5.21311
Step 85: loss = 5.28585
Step 90: loss = 5.16578
Step 95: loss = 7.76888
Step 100: loss = 6.61462
Step 105: loss = 6.93445
Step 110: loss = 4.24847
Step 115: loss = 3.66881
Step 120: loss = 5.58073
Step 125: loss = 3.05335
Step 130: loss = 3.13117
Step 135: loss = 3.87784
Step 140: loss = 3.54090
Step 145: loss = 3.48494
Step 150: loss = 3.20461
Step 155: loss = 2.55625
Step 160: loss = 2.72778
Step 165: loss = 4.07732
Step 170: loss = 5.31385
Step 175: loss = 2.72138
Step 180: loss = 3.87016
Step 185: loss = 2.96965
Step 190: loss = 2.37748
Step 195: loss = 3.77787
Step 200: loss = 2.71308
Step 205: loss = 5.28308
Step 210: loss = 3.74111
Step 215: loss = 2.72493
Step 220: loss = 6.67578
Step 225: loss = 2.92468
Step 230: loss = 3.54875
Step 235: loss = 3.16610
Step 240: loss = 3.82122
Step 245: loss = 3.90516
Step 250: loss = 2.40940
Step 255: loss = 3.98985
Step 260: loss = 2.68958
Step 265: loss = 3.87256
Step 270: loss = 2.86500
Step 275: loss = 3.08069
Step 280: loss = 2.49226
Step 285: loss = 2.34860
Step 290: loss = 4.51990
Step 295: loss = 3.76962
Step 300: loss = 3.53788
Step 305: loss = 3.63013
Step 310: loss = 2.94759
Step 315: loss = 2.66708
Step 320: loss = 2.61834
Step 325: loss = 2.70934
Step 330: loss = 2.70551
Step 335: loss = 3.03284
Step 340: loss = 3.46835
Step 345: loss = 5.01615
Step 350: loss = 3.12962
Step 355: loss = 2.90888
Step 360: loss = 2.99389
Step 365: loss = 3.09053
Step 370: loss = 3.11688
Step 375: loss = 3.11561
Step 380: loss = 2.66975
Step 385: loss = 2.33823
Step 390: loss = 4.51822
Training Data Eval:
  Num examples: 49920, Num correct: 11000, Precision @ 1: 0.2204
('Testing Data Eval: EPOCH->', 2)
  Num examples: 9984, Num correct: 2275, Precision @ 1: 0.2279
Step 395: loss = 3.31425
Step 400: loss = 4.02221
Step 405: loss = 2.50005
Step 410: loss = 2.95941
Step 415: loss = 2.73380
Step 420: loss = 3.21152
Step 425: loss = 2.59185
Step 430: loss = 2.30029
Step 435: loss = 2.66071
Step 440: loss = 1.99443
Step 445: loss = 2.19564
Step 450: loss = 3.11038
Step 455: loss = 3.64401
Step 460: loss = 3.16940
Step 465: loss = 2.45876
Step 470: loss = 2.33859
Step 475: loss = 3.33178
Step 480: loss = 2.28882
Step 485: loss = 2.44935
